"cislo strany","nazov strany","cislo kandidata",meno,priezvisko,tituly,vek,povolania,mesto
1,"Strana TIP",1,Tomáš,Hudec,Ing.,38,riaditeľ,"Banská Bystrica"
1,"Strana TIP",2,Jana,Vološinová,PaedDr.,43,učiteľka,Snina
1,"Strana TIP",3,Martin,Schwantzer,Bc.,39,manažér,"Banská Bystrica"
1,"Strana TIP",4,Marek,Lovecký,Ing.,45,konzultant,Sereď
1,"Strana TIP",5,Andrea,Oravcová,Bc.,28,študentka,"Banská Bystrica"
1,"Strana TIP",6,Marek,Križánek,Mgr.,42,manažér,Košice
1,"Strana TIP",7,Ľuboš,Majer,Ing.;MBA,35,"obchodný zástupca",Žilina
1,"Strana TIP",8,Ján,Hurban,Ing.;MBA;LL.M.,33,viceprimátor,Senica
1,"Strana TIP",9,Peter,Sedlák,Ing.,30,podnikateľ,Humenné
1,"Strana TIP",10,Matúš,Šimaľ,JUDr.,30,"advokátsky koncipient",Humenné
1,"Strana TIP",11,Ivana,Venžíková,Mgr.,27,podnikateľka,Trnava
1,"Strana TIP",12,Karol,Hudeček,,50,manažér,Levice
1,"Strana TIP",13,Ľubomír,Bajus,,55,"invalidný dôchodca",Košice
1,"Strana TIP",14,Miroslav,Pinte,,47,"riaditeľ realitnej kancelárie",Bratislava
1,"Strana TIP",15,Marián,Mandelík,MVDr.,49,manažér,Bratislava
1,"Strana TIP",16,Anton,Minárik,PaedDr.,38,manažér,"Banská Bystrica"
1,"Strana TIP",17,František,Hanc,,41,"manažér športového klubu",Snina
1,"Strana TIP",18,Roman,Vajaš,Mgr.,43,"projektový manažér",Myjava
1,"Strana TIP",19,Marián,Fabuš,,65,kynológ,Domaniža
1,"Strana TIP",20,Tomáš,Novota,Mgr.,24,manažér,Sečovce
1,"Strana TIP",21,Milan,Krigler,Mgr.;MPH,45,manažér,Bratislava
1,"Strana TIP",22,Gabriela,Miková,,48,"operátorka výroby","Turčianske Teplice"
1,"Strana TIP",23,Ľubomír,Hadvičák,Mgr.,37,podnikateľ,"Banská Bystrica"
1,"Strana TIP",24,Marian,Andráško,Mgr.,40,"vedúci prevádzky","Veľký Krtíš"
1,"Strana TIP",25,Kamil,Bílek,Ing.,48,živnostník,"Banská Bystrica"
1,"Strana TIP",26,Gejza,Dubovicky,Mgr.,54,podnikateľ,Bátka
1,"Strana TIP",27,Juraj,Tilesch,BSBA,30,živnostník,Trenčín
1,"Strana TIP",28,Eva,Kováčová,Mgr.,61,pedagogička,Púchov
1,"Strana TIP",29,Martin,Mitter,,37,"manažér predaja",Špačince
1,"Strana TIP",30,Rastislav,Gajdoš,MUDr.,43,lekár,"Horné Orešany"
1,"Strana TIP",31,Tomáš,Kromka,Ing.,34,"regionálny riaditeľ poisťovne",Svidník
1,"Strana TIP",32,Martin,Michalík,Bc.,31,"zdravotnícky záchranár",Žarnovica
1,"Strana TIP",33,Matúš,Jurko,Ing.,32,"zmenový majster",Drienov
1,"Strana TIP",34,Miriam,Hadobás,Bc.,37,asistentka,Cestice
1,"Strana TIP",35,Peter,Žifčák,Ing.,56,"obchodný a marketingový pracovník",Gelnica
1,"Strana TIP",36,Jozef,Lackaň,,48,živnostník,Prešov
1,"Strana TIP",37,Marek,Španihel,Bc.,23,študent,"Veľký Biel"
1,"Strana TIP",38,Jozef,Bojačko,,39,"administratívny pracovník",Sobrance
1,"Strana TIP",39,Nikola,Babinská,,33,"asistentka riaditeľa",Martin
1,"Strana TIP",40,Igor,Polaško,Bc.,47,"radiologický laborant",Michalovce
1,"Strana TIP",41,Ján,Havriľák,Ing.,29,"obchodný konzultant",Ubľa
1,"Strana TIP",42,Nikoleta,Michálková,,21,študentka,Nemčice
1,"Strana TIP",43,Vlasta,Beňová,Mgr.,40,krupiérka,Cinobaňa
1,"Strana TIP",44,Mária,Michnová,Ing.,42,"administratívna pracovníčka","Zvolenská Slatina"
1,"Strana TIP",45,Alena,Židová,Ing.,53,"riaditeľka školy",Humenné
1,"Strana TIP",46,Eduard,Herdel,,46,živnostník,Zubrohlava
1,"Strana TIP",47,Ernestína,Bóžiková,Mgr.,61,manažérka,Želiezovce
1,"Strana TIP",48,Ján,Varga,,50,živnostník,"Hliník nad Hronom"
1,"Strana TIP",49,Martin,Kuchár,,38,podnikateľ,Prešov
1,"Strana TIP",50,Imrich,Habušta,,43,rušňovodič,Sobrance
1,"Strana TIP",51,Pavol,Gábor,Ing.,57,podnikateľ,Detva
1,"Strana TIP",52,Miroslav,Vojsovič,,35,"riaditeľ technických služieb mesta",Svit
1,"Strana TIP",53,Peter,Maliňák,,48,"výsluhový dôchodca",Košice
1,"Strana TIP",54,Michal,Lazor,,42,"zdravotná sestra","Nižné Repaše"
1,"Strana TIP",55,Ján,Čurlik,MVDr.;PhD.,46,"vysokoškolský učiteľ","Hanušovce nad Topľou"
1,"Strana TIP",56,Maroš,Fedor,,43,"výrobný riaditeľ",Košice
1,"Strana TIP",57,Róbert,Rosenberg,,55,podnikateľ,Košice
1,"Strana TIP",58,Viera,Simanová,Bc.,50,"odborná pracovníčka komunitného centra",Revúca
1,"Strana TIP",59,Marek,Chnápko,,29,"koordinátor výroby",Pečeňady
1,"Strana TIP",60,Michal,Konč,,39,živnostník,"Vyšný Čaj"
1,"Strana TIP",61,Radovan,Betík,Mgr.,41,manažér,Ružomberok
1,"Strana TIP",62,Miroslava,Drabiščáková,Mgr.,27,koordinátorka,Senica
1,"Strana TIP",63,Tomáš,Urbaník,Mgr.,32,"športový manažér;spisovateľ",Čadca
1,"Strana TIP",64,Radomír,Wágner,,47,podnikateľ,"Veľký Krtíš"
1,"Strana TIP",65,Ján,Roth,Ing.,52,živnostník,Poprad
1,"Strana TIP",66,Lucia,Mlynáriková,Mgr.,30,"pedagogická pracovníčka","Dolný Kubín"
1,"Strana TIP",67,Ivan,Lenár,,49,starosta,"Horná Mičiná"
1,"Strana TIP",68,Juraj,Mušuta,,43,"administratívny pracovník",Ružomberok
1,"Strana TIP",69,Jakub,Alchus,Mgr.,27,"marketingový manažér",Trnava
1,"Strana TIP",70,Rasťo,Kyseľ,Ing.,40,manažér,Senec
1,"Strana TIP",71,Mária,Žofčínová,Mgr.,53,starostka,"Kostolná Ves"
1,"Strana TIP",72,František,Příkopa,,36,živnostník,"Považská Bystrica"
1,"Strana TIP",73,Jozef,Ďurina,Ing.,34,dispečer,Žilina
1,"Strana TIP",74,Viktor,Horanský,Ing.,61,ekonóm;manažér,Martin
1,"Strana TIP",75,Róbert,Hlavinka,Ing.,41,manažér,Chmeľov
1,"Strana TIP",76,Drahoslav,Tkáč,,31,"prezident občianskeho združenia","Diviaky nad Nitricou"
1,"Strana TIP",77,Milan,Salák,,64,dôchodca,Levice
1,"Strana TIP",78,Jozef,Ihnát,Mgr.,51,"výsluhový dôchodca",Bystré
1,"Strana TIP",79,Klára,Lukáčová,Mgr.,50,živnostníčka,Levice
1,"Strana TIP",80,Tomáš,Tvarožek,Mgr.,33,"IT konzultant",Bratislava
1,"Strana TIP",81,Mária,Kraváriková,,63,pedagogička,"Nové Mesto nad Váhom"
1,"Strana TIP",82,Marián,Krajčo,Ing.,58,"stavebný inžinier","Dolné Vestenice"
1,"Strana TIP",83,Natália,Ščepánková,,24,študentka,Malacky
1,"Strana TIP",84,Ján,Beňo,,37,"marketingový špecialista",Martin
1,"Strana TIP",85,David,Ševčík,Bc.,24,študent,Bratislava
1,"Strana TIP",86,Margita,Méhesová,,61,manažérka,Komárno
1,"Strana TIP",87,Andrej,Hudeček,,24,"člen protipožiarnej asistenčnej hliadky",Levice
1,"Strana TIP",88,Daniel,Sládek,Ing.,39,"IT špecialista",Stráňavy
1,"Strana TIP",89,Ján,Šadibol,,59,živnostník,"Nová Bystrica"
1,"Strana TIP",90,Gabriel,Vilcega,Mgr.,30,montážnik,Jasenovce
1,"Strana TIP",91,Iveta,Tóthová,Mgr.,31,"administratívna pracovníčka",Cerovo
1,"Strana TIP",92,Andrej,Lalík,Mgr.,28,starosta,Roštár
1,"Strana TIP",93,Katarína,Košárová,,27,"administratívna pracovníčka",Hlinné
1,"Strana TIP",94,Ondrej,Muška,,25,"profesionálny vodič","Horné Orešany"
1,"Strana TIP",95,Anton,Baniar,,52,kuchár;cukrár,Púchov
1,"Strana TIP",96,Peter,Nociar,,23,študent,"Turčianske Teplice"
1,"Strana TIP",97,Monika,Oleňová,Mgr.,41,účtovníčka,Bratislava
1,"Strana TIP",98,Erik,Oslanec,,28,živnostník,"Banská Bystrica"
1,"Strana TIP",99,Gabriel,Ruszó,,48,nezamestnaný,Bátka
1,"Strana TIP",100,Ján,Kančo,Ing.,39,podnikateľ,Nitra
1,"Strana TIP",101,Dušan,Bambušek,,32,"asistent manažéra",Martin
1,"Strana TIP",102,Nadežda,Búryová,Mgr.,38,"obchodná referentka",Trenčín
1,"Strana TIP",103,Viliam,Tomášik,,50,živnostník,Prievidza
1,"Strana TIP",104,Marcel,Lukáč,,47,"kondičný tréner",Suché
1,"Strana TIP",105,Róbert,Mydlo,,36,podnikateľ,"Dolný Harmanec"
1,"Strana TIP",106,Anton,Malatinec,Bc.,29,"obchodný manažér",Detva
1,"Strana TIP",107,Ondrej,Glajza,Mgr.,49,podnikateľ,Poprad
1,"Strana TIP",108,Viktor,Tonhajzer,,68,dôchodca,Prievidza
1,"Strana TIP",109,Simona,Jankovičová,,23,študentka,Hrachovište
1,"Strana TIP",110,Peter,Revický,Ing.,34,manažér,Svidník
1,"Strana TIP",111,Martin,Bambura,,24,podnikateľ,Brezno
1,"Strana TIP",112,Peter,Ihnát,Ing.;PhD.,38,"projektový manažér","Bánovce nad Ondavou"
1,"Strana TIP",113,Katarína,Hvizdová,"Mgr. PaedDr.",34,učiteľka,Svidník
1,"Strana TIP",114,Martin,Minárik,Mgr.,32,pedagóg,Pezinok
1,"Strana TIP",115,Jana,Moleková,Mgr.,43,"finančná manažérka",Gelnica
1,"Strana TIP",116,Marta,Hanušovská,,52,"obchodná zástupkyňa",Gyňov
1,"Strana TIP",117,Andrea,Gašparová,,22,študentka,Košice
1,"Strana TIP",118,Martina,Tatarková,Bc.,38,"administratívna pracovníčka",Skalité
1,"Strana TIP",119,Jana,Molnárová,Bc.,25,študentka,Hýľov
1,"Strana TIP",120,Jana,Mojžišová,,21,študentka,Žarnovica
1,"Strana TIP",121,Dušan,Krcho,,25,"realitný maklér",Zeleneč
1,"Strana TIP",122,Martin,Hozza,,44,stavbyvedúci,Rudňany
1,"Strana TIP",123,Marcel,Macháč,Ing.,27,"poradca pre predaj",Trnava
1,"Strana TIP",124,Viktor,Deák,,30,živnostník,Košice
1,"Strana TIP",125,Pavol,Kováč,,22,študent,Vinné
1,"Strana TIP",126,Viliam,Králik,,59,"invalidný dôchodca",Michalovce
1,"Strana TIP",127,Mária,Rosenbergová,,55,dôchodkyňa,Košice
1,"Strana TIP",128,Igor,Durdík,Ing.,35,"projektový koordinátor",Trenčín
1,"Strana TIP",129,Adriana,Horníková,"doc. Ing. Mgr.;PhD.",42,"vysokoškolská pedagogička",Bratislava
1,"Strana TIP",130,Marián,Valovič,Ing.,58,živnostník,Bratislava
1,"Strana TIP",131,Kamila,Rajnicová,,74,dôchodkyňa,Pezinok
1,"Strana TIP",132,Marcel,Bochin,Mgr.,29,"vedecký pracovník",Košice
1,"Strana TIP",133,Jana,Kožejová,,32,"zdravotná asistentka",Šemša
1,"Strana TIP",134,Ľubomír,Cmar,,36,podnikateľ,Prievidza
1,"Strana TIP",135,Ľuboš,Murga,,38,"konateľ spoločnosti",Medzilaborce
1,"Strana TIP",136,Angelika,Takáčová,,26,opatrovateľka,Bačka
1,"Strana TIP",137,Roman,Keruľ,,32,hasič;záchranár,"Družstevná pri Hornáde"
1,"Strana TIP",138,Linda,Nosálová,Bc.,27,kalkulantka,Bratislava
1,"Strana TIP",139,Miroslav,Betuš,Ing.,34,"operačný dôstojník",Košice
1,"Strana TIP",140,Henrieta,Anderková,Mgr.,40,podnikateľka,"Nižný Lánec"
1,"Strana TIP",141,Natália,Ungerová,,54,"výrobná pracovníčka",Malacky
1,"Strana TIP",142,Ladislav,Rybarský,,60,dôchodca,Košice
1,"Strana TIP",143,Ladislav,Dolanský,,55,vlakvedúci,"Matejovce nad Hornádom"
1,"Strana TIP",144,Stanislav,Belovič,,59,dôchodca,Brezina
1,"Strana TIP",145,Peter,Kozma,Mgr.,55,pedagóg,Vajkovce
1,"Strana TIP",146,Ján,Mušuta,,27,"zdravotnícky asistent",Bratislava
1,"Strana TIP",147,Jana,Vojteková,Ing.,30,"obchodná manažérka",Kružlov
1,"Strana TIP",148,Erik,Kaluža,Bc.,24,študent,Senec
1,"Strana TIP",149,Michal,Urban,Ing.,37,živnostník,Miloslavov
1,"Strana TIP",150,Martin,Kováč,Mgr.,27,"predseda občianskeho združenia",Ľubietová
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",1,Milan,Urbáni,MUDr.;CSc.;MPH,71,lekár,"Banská Bystrica"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",2,Milan,Lopašovský,PharmDr.,52,farmaceut,Bratislava
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",3,Simona,Guláková,,34,starostka,"Svätý Anton"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",4,Marián,Geci,Ing.,45,podnikateľ,Roztoky
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",5,Ladislav,Slebodník,Ing.,58,technik,Bratislava
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",6,Andrej,Sliacky,Mgr.,27,podnikateľ,"Banská Bystrica"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",7,Peter,Regina,Bc.,48,starosta,"Dolné Kočkovce"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",8,Jaroslav,Jenčo,MUDr.,56,lekár,"Hontianske Moravce"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",9,Štefan,Bartoš,,49,živnostník,Divín
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",10,Janka,Bursová,"PhDr. Mgr.;PhD.",52,"vysokoškolská učiteľka","Liptovská Teplá"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",11,Ján,Potocký,Bc.,27,"obchodný zástupca",Michalovce
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",12,Radovan,Séleš,,48,palič,"Hrnčiarske Zalužany"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",13,Ondrej,Chovanec,,43,"vedúci supermarketu",Humenné
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",14,Tomáš,Jozaniak,,31,podnikateľ,Bratislava
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",15,Tomáš,Zemko,Mgr.,31,"obchodný riaditeľ","Nová Dubnica"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",16,Marcela,Gallová,,44,živnostníčka,"Banská Bystrica"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",17,Milan,Mojžiš,Ing.,35,výskumník,Brezno
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",18,Anna,Ivánková,Ing.,50,živnostníčka,"Pusté Úľany"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",19,Miroslav,Andrássy,Mgr.,40,"diplomovaný tréner",Košice
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",20,Daniel,Belko,,32,vodič;záchranár,Brezno
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",21,Gabriel,Kollár,Ing.,63,politik,Bratislava
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",22,Štefan,Ondik,Ing.,43,"štátny zamestnanec",Snina
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",23,Katarína,Pauková,JUDr.,51,právnička,Hostišovce
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",24,Martin,Magura,,36,konateľ,Michalovce
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",25,Vladislav,Berkovič,,48,personalista,Pezinok
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",26,Marián,Šivara,,54,starosta,"Rimavské Brezovo"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",27,Ján,Hraško,,53,"projektový manažér",Bratislava
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",28,Ján,Šimko,Ing.,64,podnikateľ,Bratislava
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",29,Michal,Janek,,32,podnikateľ,Visolaje
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",30,Štefan,Ladičkovský,Ing.,52,starosta,Topoľovka
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",31,Roman,Pivarči,Ing.,46,konateľ,Tomášovce
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",32,Robert,Hazucha,Ing.,55,podnikateľ,"Staré Hory"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",33,Peter,Hysek,Ing.,27,doktorand,"Staré Hory"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",34,Ingrid,Kosmeľová,Mgr.,46,učiteľka,"Banská Štiavnica"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",35,Peter,Špacír,Ing.,47,ekonóm,"Chorvátsky Grob"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",36,Jiří,Shejbal,Mgr.,59,"diplomovaný tréner",Košice
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",37,Peter,Švec,Mgr.,45,pedagóg,"Hontianske Moravce"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",38,Ondrej,Kralina,,73,dôchodca,Divín
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",39,Stanislav,Halčin,Ing.,45,"učiteľ ZŠ","Slovenská Ves"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",40,Martin,Kovář,Ing.,34,"vedúci lesníckeho obvodu",Divín
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",41,František,Bartoš,,36,podnikateľ,Kračúnovce
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",42,Vladimír,Popovič,Ing.,59,"futbalový manažér",Jasov
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",43,Milan,Marečák,Ing.,53,podnikateľ,Poprad
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",44,Viera,Šándorová,,56,"realitná maklérka",Košice
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",45,Monika,Matušiaková,Mgr.,53,poradkyňa,Brezno
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",46,Ivana,Matušková,Mgr.,42,živnostníčka,Jelenec
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",47,Michal,Antuš,Ing.,68,dôchodca,"Vranov nad Topľou"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",48,Jozef,Popjak,,56,nezamestnaný,Mokroluh
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",49,Kamil,Slota,,36,podnikateľ,Svidník
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",50,Ľubomír,Čižmár,,39,manažér,Bratislava
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",51,Klaudia,Hložeková,Mgr.,46,"referentka v lekárni",Pata
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",52,Ján,Longauer,Ing.,62,dispečer,Brezno
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",53,Mária,Černá,,36,živnostníčka,"Banská Bystrica"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",54,Alica,Stračárová,Ing.,50,podnikateľka,Bratislava
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",55,Jozef,Benčič,,50,"stredoškolský učiteľ",Bratislava
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",56,Gabriela,Juríková,,35,účtovníčka,Jaklovce
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",57,Lucia,Staroňová,Bc.,35,referentka,"Banská Bystrica"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",58,Lucia,Harisová,Mgr.,33,"špeciálna pedagogička",Bratislava
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",59,Jozef,Fekiač,Ing.,31,živnostník,"Banská Bystrica"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",60,Angelika,Tanková,,21,účtovníčka,Jánovce
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",61,Viera,Sabová,,54,"zamestnankyňa štátnej správy","Svätý Anton"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",62,Iveta,Talánová,,34,"sociálna pracovníčka","Rimavská Sobota"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",63,Miroslav,Menykö,Ing.,58,projektant,"Dulova Ves"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",64,Marek,Čulen,,35,"slobodný umelec",Pernek
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",65,Daniela,Lenčová,Mgr.,30,"špeciálna pedagogička",Jasenová
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",66,Mikuláš,Bogľarský,,40,podnikateľ,Okrúhle
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",67,Miroslav,Budáč,,27,"zamestnanec samosprávy",Dobroč
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",68,Ladislav,Líška,,47,živnostník,Lučenec
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",69,Marta,Maskaliková,PhDr.,65,podnikateľka,Bukovce
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",70,Monika,Pulmannová,,32,predavačka,"Svätý Anton"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",71,Pavol,Neupauer,Ing.,32,"vedúci konštruktér",Topoľovka
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",72,Pavol,Zvarík,Ing.,63,dôchodca,Bystrá
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",73,Elena,Majerová,Mgr.,48,poradkyňa,Brezno
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",74,Iveta,Orosová,Mgr.,51,"pedagogička primárneho vzdelávania",Bratislava
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",75,Júlia,Skorková,Mgr.,36,operátorka,"Šarišské Bohdanovce"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",76,Albín,Humenský,,62,technik,Iňačovce
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",77,Viera,Kubalíková,Mgr.,35,manažérka,Bratislava
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",78,Jaroslav,Krnáč,,23,"zamestnanec samosprávy",Ožďany
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",79,Pavol,Valko,Bc.,50,"obchodný zástupca","Zemplínska Široká"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",80,Viera,Sokolíková,,44,"zdravotná sestra","Nová Dedinka"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",81,Marián,Kovaľ,Mgr.,45,učiteľ,Svidník
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",82,Stanislav,Zaťko,,42,skladník,"Banská Bystrica"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",83,Ladislav,Pondi,,29,nezamestnaný,Košice
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",84,Katarína,Oslovičová,,28,robotníčka,Stropkov
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",85,Eva,Medveďová,"JUDr. Mgr.",36,manažérka,"Banská Bystrica"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",86,Gabriel,Timko,,48,živnostník,Michalovce
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",87,Jana,Džulová,,34,čašníčka,Medzilaborce
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",88,Martin,Petruška,,32,"športový masér",Michalovce
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",89,Peter,Zachar,,33,"obchodný zástupca",Lúčky
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",90,Jaroslav,Mochnacký,,45,murár,Frička
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",91,Zuzana,Hrašková,,23,"špecialistka cenotvorby",Bratislava
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",92,Marta,Kicová,,51,živnostníčka,"Banská Bystrica"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",93,Roman,Haris,,38,vodič,Bratislava
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",94,Karol,Štrbák,,40,živnostník,Košice
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",95,Martin,Šíp,,43,kuchár,Sobrance
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",96,Jozef,Űberlauer,,47,živnostník,"Remetské Hámre"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",97,Andrea,Kandravá,Mgr.,29,"špeciálna pedagogička",Svidník
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",98,Ján,Kollár,,55,údržbár,"Svätý Anton"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",99,Lukáš,Daniš,,21,"študent VŠ",Ružiná
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",100,Erik,László,,25,"manažér cenotvorby",Tomášov
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",101,Marián,Haško,,45,nezamestnaný,Tuhár
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",102,Stanislav,Bubelini,Ing.,66,podnikateľ,Košice
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",103,Lucia,Kudlačová,,32,chyžná,Krčava
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",104,Robert,Hrnčiar,,52,podnikateľ,"Banská Bystrica"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",105,Miroslav,Šamko,,24,nezamestnaný,Košice
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",106,Ján,Bela,,39,živnostník,"České Brezovo"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",107,Slavomír,Oláh,,56,robotník,"Rimavské Brezovo"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",108,Denisa,Zaťková,,43,živnostníčka,"Banská Bystrica"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",109,Norbert,Papanec,,39,vodič,Lučenec
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",110,Tomáš,Privits,,26,kuriér,Tomášov
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",111,Beata,Felová,PhDr.,75,"historička umenia;novinárka",Bratislava
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",112,Anton,Bánovský,,66,"technik BOZP",Sereď
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",113,Eva,Olachová,Bc.,35,"sociálna pracovníčka",Stropkov
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",114,Ján,Sliacky,,59,podnikateľ,"Banská Bystrica"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",115,Dušan,Segedy,,21,nezamestnaný,Hostišovce
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",116,Martin,Juričak,,35,podnikateľ,Lokca
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",117,Jana,Fedorková,,25,študentka,"Vyšná Olšava"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",118,Štefan,Vraštiak,,36,podnikateľ,Lokca
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",119,Mária,Legiňová,,53,podnikateľka,Breznička
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",120,Milan,Sihelsky,,52,podnikateľ,Lokca
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",121,Lenka,Olčáková,Bc.,39,podnikateľka,"Vyšná Olšava"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",122,Marek,Šamko,,28,nezamestnaný,Košice
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",123,Jaroslav,Vaňo,,30,"mestská zeleň - robotník",Košice
